12	40	25	6	21	24	18	3	9	10	28	37	17	30	29	4	39	14	27	36	23	32	7	19	25	2	33	8	21	34	13	1	31	5	15	15	38	35	20	0	11	
15	6	36	37	35	0	5	28	34	8	0	27	15	32	14	30	25	22	18	26	3	19	21	7	39	0	38	3	33	11	17	40	29	23	9	31	23	12	10	12	20	
15	39	31	6	8	25	30	23	40	13	35	19	37	1	17	38	10	18	21	24	5	32	11	16	2	36	8	12	14	25	34	3	22	0	7	32	28	4	29	27	20	
31	15	22	39	36	33	17	24	28	5	30	20	16	13	23	21	17	4	7	6	0	14	3	2	17	10	32	34	39	29	26	38	8	12	8	0	11	26	25	37	35	
20	25	15	35	8	40	18	10	13	36	22	25	39	24	1	5	21	2	13	17	32	22	30	7	33	38	29	28	34	19	16	11	6	3	4	27	12	37	9	31	0	
28	12	0	25	26	13	15	30	2	40	32	24	34	4	14	29	27	8	21	17	1	39	37	6	10	21	18	16	30	18	20	35	38	32	21	36	7	5	2	11	9	
39	19	16	17	32	7	20	22	40	7	25	11	6	31	30	38	27	24	5	4	0	0	3	36	35	12	26	2	18	34	23	15	9	37	33	10	14	21	29	13	28	
8	18	28	32	10	39	19	36	1	21	37	11	32	31	6	2	9	17	15	13	0	34	25	37	24	5	7	11	35	23	26	4	13	30	39	22	29	27	20	3	16	
23	12	4	27	27	8	9	5	40	22	7	32	21	15	26	30	36	0	25	17	1	35	37	37	2	29	24	39	20	33	10	14	16	30	6	11	3	19	34	12	18	
21	11	14	40	15	6	38	20	8	33	29	5	31	35	26	27	27	24	10	31	4	0	12	9	25	39	30	7	36	3	1	17	18	19	16	34	37	23	22	2	13	
19	26	16	20	5	37	1	38	21	40	3	33	25	30	13	24	18	23	32	22	28	0	7	15	31	11	9	6	34	27	35	17	4	2	36	14	8	39	10	29	12	
22	21	33	6	35	18	30	19	4	11	3	6	16	27	33	23	2	9	13	26	4	39	32	8	24	12	15	38	29	10	1	17	31	37	40	19	14	25	0	28	36	
19	34	8	12	35	30	17	12	14	39	22	19	40	26	9	11	7	0	37	27	1	23	15	5	25	1	29	6	17	19	36	38	24	3	10	16	3	32	33	28	31	
9	1	0	4	10	12	19	23	18	2	26	7	30	40	32	39	31	37	13	11	36	20	35	5	34	14	17	22	7	15	24	29	28	25	32	38	2	6	27	21	16	
4	32	0	16	21	39	40	23	18	9	10	36	6	25	31	20	12	24	25	27	15	7	7	37	2	11	5	19	34	38	33	12	30	3	28	22	14	35	1	29	17	
24	37	23	6	29	11	32	10	39	14	27	14	36	35	18	13	8	5	17	3	0	34	40	16	28	21	31	22	25	18	3	7	25	32	29	12	1	18	38	8	2	
32	34	10	25	17	20	36	22	1	14	37	4	13	16	29	3	15	21	39	4	29	9	27	31	7	2	6	37	40	23	11	0	19	18	26	34	12	33	28	23	8	
37	38	32	8	29	35	21	18	33	27	12	7	14	13	23	29	15	19	39	3	36	0	34	20	40	28	5	2	25	31	10	16	26	8	1	23	11	22	6	4	16	
30	24	8	4	20	7	35	0	4	6	2	19	38	27	13	36	33	25	22	31	2	14	28	15	18	17	26	10	32	40	29	22	34	8	37	11	16	39	12	21	1	
28	0	7	22	27	4	26	5	39	15	14	10	12	33	36	32	24	2	34	23	2	7	29	11	19	38	29	15	20	13	34	1	18	40	31	9	17	6	21	24	37	
8	7	12	35	1	9	28	6	38	23	13	17	10	31	2	16	20	29	33	0	21	5	25	25	32	39	2	14	30	27	18	36	34	36	40	2	15	24	11	18	21	
29	1	28	30	6	36	20	33	40	21	15	5	15	9	34	26	14	23	11	7	1	4	12	36	0	17	27	39	32	35	22	24	38	13	19	18	10	31	8	24	1	
25	17	19	33	22	2	13	3	8	27	14	12	38	11	21	9	29	31	39	36	6	23	34	16	39	15	35	37	20	10	0	18	4	30	23	26	32	7	28	5	0	
11	24	39	25	21	17	27	12	16	36	34	10	29	22	23	9	15	20	4	0	32	34	5	33	18	1	26	30	3	1	30	13	28	40	7	18	14	5	37	8	38	
33	33	37	25	18	19	5	8	31	12	10	26	28	4	15	29	38	15	32	0	17	9	39	14	24	23	3	35	20	11	7	21	39	6	0	27	30	13	2	22	36	
16	5	29	31	26	13	29	3	12	33	23	36	32	39	11	6	0	19	40	15	20	27	14	37	38	7	24	4	9	8	10	1	20	2	35	17	34	20	28	18	25	
17	18	21	27	0	40	32	25	6	9	19	35	39	11	31	23	37	13	3	8	38	5	34	14	1	16	4	36	15	29	24	30	10	7	22	12	20	26	2	28	33	
21	23	0	32	25	33	28	1	36	6	40	2	12	14	15	34	30	20	8	16	39	3	29	17	27	10	34	6	13	19	9	31	5	21	24	37	11	17	38	4	26	
32	11	27	15	38	19	7	11	39	28	20	2	24	40	21	6	1	0	14	25	16	8	30	36	32	26	13	9	22	17	3	29	5	4	18	10	35	32	37	31	23	
15	39	22	29	35	33	2	5	12	27	19	38	20	27	34	10	6	11	7	36	24	8	40	30	30	17	25	23	14	18	21	9	26	13	1	32	16	4	37	0	3	
14	36	23	4	38	3	21	9	24	14	39	33	27	40	35	6	33	31	29	13	25	7	12	2	8	5	26	20	11	27	22	0	32	16	17	30	36	1	10	19	18	
11	19	8	21	25	30	15	14	29	4	0	37	22	18	20	39	13	1	24	10	34	27	7	28	5	35	23	16	9	2	36	32	31	16	26	12	6	40	38	33	2	
14	36	38	32	17	5	2	27	30	26	35	15	34	30	29	40	12	2	20	23	13	21	25	39	5	9	0	4	8	7	11	28	10	16	22	33	18	37	24	1	19	
22	20	1	7	2	9	27	17	29	19	28	8	0	23	12	3	34	26	21	4	34	16	14	15	40	11	30	33	36	32	6	17	12	24	39	30	38	25	5	36	10	
3	3	12	27	26	29	30	14	11	40	18	39	25	32	37	35	22	38	31	24	7	20	5	0	15	33	6	10	13	1	23	19	15	34	17	2	36	9	28	21	8	
5	18	28	7	17	24	0	16	27	29	32	9	40	35	23	3	10	37	19	13	26	39	25	36	15	1	32	34	29	14	12	8	31	3	21	11	2	22	38	6	20	
31	19	29	38	14	35	9	24	26	32	13	25	33	12	11	39	5	15	0	22	28	20	15	3	6	37	10	34	36	17	27	30	2	17	40	20	23	7	4	8	1	
19	4	40	3	14	6	12	35	17	2	24	8	18	31	16	29	10	22	25	38	11	27	0	39	26	34	19	5	7	33	9	32	37	15	1	22	36	13	28	21	29	
19	32	15	17	7	4	29	2	0	38	24	27	6	21	25	9	12	30	19	3	9	17	7	28	22	35	34	5	31	16	39	13	9	14	35	33	23	37	40	26	1	
26	31	14	18	17	27	34	11	10	6	33	32	30	23	24	38	29	37	28	8	35	2	21	12	9	16	5	15	25	3	20	13	36	4	40	19	1	0	39	21	7	
31	21	37	25	3	32	11	40	18	17	0	34	9	22	10	36	29	28	30	39	15	8	33	18	4	20	23	6	16	12	27	7	35	24	0	38	26	14	5	13	2	
7	3	23	1	26	17	31	9	14	29	37	27	32	14	36	6	5	8	39	22	38	16	24	21	19	34	11	35	40	25	2	18	0	30	20	27	12	13	4	33	10	
3	11	0	16	15	14	36	31	24	25	37	1	6	12	19	39	38	20	5	21	27	34	23	10	21	8	29	39	26	28	9	30	4	18	16	32	7	13	33	35	2	
27	33	5	13	16	18	11	7	21	36	40	20	29	10	1	8	5	14	38	39	35	24	9	16	15	0	22	32	36	31	1	22	28	25	11	19	4	25	30	3	33	
30	3	28	14	19	3	27	38	11	39	35	9	10	23	28	24	22	33	34	17	6	32	20	31	8	5	12	0	7	21	36	1	37	39	26	18	2	15	16	13	24	
23	24	0	13	25	37	39	21	36	26	29	27	8	35	40	20	17	6	31	14	4	33	11	16	18	33	27	9	12	15	38	7	10	5	19	1	3	32	22	2	30	
27	0	2	20	0	28	40	8	30	12	29	24	39	13	16	32	4	37	11	19	6	25	34	13	18	35	33	21	22	3	10	17	4	26	38	15	23	7	36	9	31	
35	4	29	8	31	30	13	25	1	34	0	39	38	16	15	32	18	5	22	33	26	40	36	12	3	21	1	9	17	23	9	19	26	6	28	24	37	11	20	7	13	
24	4	12	6	32	39	26	2	33	16	35	28	19	14	33	8	16	11	37	5	30	15	1	38	10	28	39	30	6	9	0	27	23	13	36	20	21	25	22	18	3	
14	1	24	21	38	32	38	18	29	6	4	33	8	12	16	40	10	35	7	27	36	37	1	21	34	23	9	25	13	26	28	17	31	15	4	0	11	3	20	30	18	
26	35	27	37	10	0	14	8	6	32	17	15	5	3	13	29	9	28	1	38	22	24	39	33	25	12	40	4	34	1	18	23	36	19	29	16	20	7	21	31	11	
4	10	13	7	29	8	20	17	15	18	12	2	28	8	31	37	14	34	31	24	22	26	20	1	19	6	30	35	35	23	3	40	0	16	5	39	31	37	26	11	25	
40	10	13	15	2	20	27	4	21	17	26	9	5	0	39	11	1	31	8	35	37	19	38	22	28	33	16	25	23	23	12	29	32	33	7	3	17	6	14	36	29	
3	15	0	14	11	25	17	19	0	9	28	30	23	6	18	29	26	4	21	16	33	8	7	27	22	19	39	31	2	5	35	10	36	39	34	13	24	12	37	37	31	
13	28	14	32	4	2	26	15	19	1	6	33	11	30	23	37	37	15	9	12	8	24	5	7	18	17	39	34	19	0	21	35	29	36	40	3	10	25	22	31	27	
32	35	11	32	25	16	31	9	29	6	22	17	12	3	0	40	2	37	18	14	24	27	13	34	25	15	7	19	38	39	10	35	1	28	21	29	8	20	5	4	23	
32	29	4	39	30	11	8	20	37	28	12	34	35	7	19	5	10	38	9	22	17	6	24	2	40	18	21	27	23	25	16	15	0	33	13	36	1	31	25	3	14	
33	34	4	8	19	24	25	27	0	7	39	16	35	12	15	13	28	2	0	6	22	16	20	5	36	11	21	30	37	26	3	31	14	23	39	32	9	29	18	10	38	
24	35	37	39	7	19	25	16	20	3	31	3	22	8	12	0	28	1	11	9	18	12	32	40	12	35	6	15	10	26	21	38	23	26	2	30	5	29	17	33	34	
13	5	24	38	30	39	25	0	9	5	17	21	10	14	1	4	37	27	14	22	8	23	2	2	28	7	19	29	34	12	33	20	35	31	18	36	31	16	39	11	26	
23	3	11	0	26	20	4	13	5	32	31	36	6	39	35	29	23	27	34	6	30	18	16	22	40	9	25	20	9	38	19	32	14	28	1	37	2	8	17	15	12	
9	19	30	18	13	21	8	5	14	17	32	37	39	26	36	10	7	27	29	0	11	31	24	38	3	20	15	16	4	34	33	12	23	25	35	0	40	2	6	22	28	
7	18	26	30	20	4	36	14	35	3	21	22	24	31	28	13	0	8	15	5	11	34	25	33	29	26	0	39	40	32	23	5	17	12	2	37	16	38	10	19	9	
0	4	32	29	3	9	39	7	26	2	30	28	37	18	23	21	31	22	19	17	14	35	34	27	36	40	5	1	12	25	6	13	33	8	11	38	24	10	16	19	14	
8	19	22	35	6	8	27	36	40	10	22	4	14	11	1	13	30	15	38	25	21	17	29	7	31	38	0	16	18	20	2	34	11	26	32	24	5	28	33	3	37	
16	8	21	40	13	34	29	31	0	26	24	11	13	28	13	10	30	4	5	22	7	38	35	33	39	20	36	27	23	9	37	2	25	12	1	3	18	32	5	19	16	
28	6	4	18	33	22	9	36	25	40	0	31	34	1	30	24	8	28	7	27	32	11	12	20	19	23	9	13	26	37	39	15	16	2	38	3	35	4	14	21	17	
12	23	9	25	21	2	39	17	20	27	9	35	34	38	16	19	7	27	2	1	33	26	15	8	24	29	5	36	39	32	12	22	14	30	6	0	31	2	18	11	36	
20	2	31	33	14	12	40	9	16	4	10	7	30	19	34	15	37	27	24	38	0	5	11	27	17	12	29	31	36	6	23	26	8	25	18	1	3	22	21	38	35	
15	10	34	8	4	24	38	2	15	33	3	20	21	0	12	40	30	0	7	38	35	31	22	25	23	32	5	11	27	36	17	37	19	9	5	26	29	13	28	14	18	
38	39	29	8	8	28	37	17	32	6	14	33	24	12	25	26	20	35	15	26	18	13	5	22	22	40	21	30	33	3	7	31	1	0	2	19	4	11	36	10	16	
18	4	11	3	31	0	20	0	25	10	16	40	23	12	21	23	5	27	19	7	34	26	17	35	39	2	7	6	38	15	30	28	31	14	29	36	22	13	37	9	33	
25	8	16	8	2	4	23	30	38	3	35	34	24	40	31	27	12	6	36	28	13	19	18	21	20	14	10	5	25	15	1	17	39	32	32	10	37	22	7	0	29	
2	33	27	1	32	25	14	39	18	40	12	8	30	34	0	23	15	6	4	31	21	35	38	10	35	9	16	26	20	17	24	29	19	3	37	6	28	13	5	11	22	
24	25	18	16	26	38	0	3	11	31	20	10	0	28	8	9	2	37	32	23	15	30	40	21	29	6	13	38	22	33	27	7	18	5	34	12	4	35	14	17	36	
7	40	37	35	4	14	3	1	17	30	31	10	29	12	5	2	39	15	38	32	0	13	21	18	9	35	32	11	22	20	16	27	19	24	23	34	5	27	8	25	26	
39	0	28	23	18	31	19	32	37	20	35	7	40	21	17	2	9	38	27	33	15	10	22	5	3	14	10	1	24	4	30	29	16	13	6	34	12	36	25	8	26	
27	20	23	5	6	30	26	0	22	28	25	36	7	40	39	19	14	10	9	30	38	8	3	21	15	37	34	18	29	13	1	11	32	35	24	4	32	17	16	12	2	
38	14	2	5	25	35	19	32	0	1	29	5	18	17	31	10	9	15	2	24	28	15	23	22	8	33	20	26	4	40	29	12	13	33	21	36	37	39	26	7	11	
24	25	31	40	16	11	21	37	20	8	27	1	29	17	12	23	3	5	39	2	34	12	19	35	31	14	0	37	6	7	22	28	33	10	36	15	30	18	9	4	26	
4	8	24	26	28	5	29	3	11	31	6	22	14	39	20	33	10	18	1	16	38	40	9	16	35	19	15	12	36	21	7	0	37	30	26	32	1	25	34	13	23	
2	36	37	14	23	34	26	5	6	11	17	6	22	38	16	4	21	33	0	8	39	13	18	29	10	24	30	31	19	1	14	28	9	25	3	27	12	32	35	20	39	
3	20	11	0	6	13	18	40	15	24	37	33	9	29	7	21	14	5	7	26	19	27	35	1	31	16	10	17	22	32	30	28	24	4	2	36	23	39	34	12	38	
1	20	10	29	30	32	26	0	4	16	27	5	20	35	8	12	24	2	35	17	30	37	14	37	3	9	34	40	13	25	7	14	6	18	19	39	23	33	11	28	22	
6	35	5	3	11	17	23	15	12	4	9	10	19	21	24	33	25	31	13	0	37	34	7	22	8	18	39	13	26	27	29	38	32	2	40	1	20	28	16	36	30	
24	16	12	3	36	12	21	34	20	35	25	22	38	8	30	19	5	15	4	0	10	40	26	11	7	28	23	33	14	28	31	1	5	17	17	38	37	9	31	27	2	
33	17	10	7	20	35	24	32	5	26	2	15	24	27	22	12	9	28	39	1	31	40	14	3	23	13	8	33	19	0	36	21	18	15	30	37	6	11	38	28	4	
40	2	26	22	35	8	5	28	7	10	13	13	30	30	1	11	0	34	4	2	38	18	25	9	15	33	23	30	27	17	6	38	21	37	19	24	15	36	12	29	19	
6	9	28	8	25	0	9	20	16	25	18	38	24	40	19	17	34	22	4	15	36	2	5	32	37	33	11	0	23	12	27	29	31	7	35	13	21	14	39	30	3	
19	32	20	18	17	35	12	2	11	31	37	13	39	36	5	27	8	6	10	24	38	1	23	14	4	9	30	16	3	26	28	33	22	21	15	0	25	34	7	40	28	
6	17	31	4	29	22	23	3	39	21	15	2	7	25	8	18	19	36	33	8	37	27	1	20	15	5	12	11	24	10	12	29	31	38	0	25	27	34	40	35	14	
11	35	24	37	14	12	21	16	3	1	13	40	3	0	10	7	9	27	38	24	36	22	23	5	34	19	28	26	18	33	7	30	29	32	39	15	6	20	2	17	31	
15	19	35	16	39	13	34	30	11	22	28	5	18	35	2	40	31	0	21	24	6	22	27	1	32	4	19	25	7	37	17	33	29	13	7	26	37	12	10	9	3	
3	26	21	0	40	20	38	1	10	17	8	34	12	18	24	28	7	5	39	4	32	31	28	6	9	12	11	25	33	30	27	36	15	19	36	14	2	35	16	21	23	
38	13	5	28	6	36	35	24	1	8	14	4	40	30	25	22	10	19	11	3	17	20	23	39	12	0	7	18	29	30	9	37	15	15	32	33	21	25	25	34	1	
0	40	5	2	26	33	13	11	16	20	30	36	10	37	22	25	6	8	24	35	18	14	23	4	15	12	31	3	38	27	7	9	32	17	19	28	21	0	38	34	29	
32	39	35	23	21	13	30	30	5	38	17	28	12	26	6	40	27	15	33	20	29	9	16	14	23	10	34	25	8	1	22	4	7	19	35	37	11	2	3	18	0	
33	15	27	34	37	27	24	13	36	11	9	16	4	40	17	18	38	20	2	7	6	7	18	35	14	25	21	27	1	5	0	3	32	30	39	31	25	23	12	22	10	
33	16	19	32	29	7	6	12	9	15	21	25	3	27	12	37	10	1	38	12	1	5	18	40	11	17	28	33	36	23	20	31	30	0	38	25	8	4	35	22	24	
26	7	24	12	18	32	19	27	0	39	38	13	22	36	23	34	25	29	3	16	4	37	9	5	35	2	21	8	9	40	30	33	6	14	15	31	17	1	28	20	11	
21	25	26	27	13	36	22	1	40	3	5	6	16	15	12	18	39	17	27	38	7	35	8	34	9	11	9	20	0	23	30	31	23	33	37	4	27	19	14	2	31	
33	22	18	6	36	7	17	11	9	26	27	5	4	32	33	21	0	12	29	40	18	35	39	10	31	1	13	25	16	28	20	14	3	2	23	37	8	38	15	23	30	
6	39	29	38	37	9	4	19	3	16	31	35	13	14	30	24	36	15	8	21	40	23	28	0	1	32	22	5	6	10	2	25	18	34	27	11	12	33	26	17	20	
22	21	31	1	11	12	38	36	32	25	35	9	14	2	22	15	33	26	37	0	39	17	16	34	5	30	3	10	27	20	29	4	6	28	17	19	7	13	24	40	8	
15	8	37	29	32	13	21	28	6	31	24	36	17	27	0	16	30	9	2	17	7	19	25	38	39	12	4	22	35	3	32	20	23	25	14	10	40	1	5	10	34	
40	4	5	24	17	33	21	29	34	37	3	8	30	39	14	9	2	36	11	12	27	0	38	18	13	19	25	16	26	35	14	31	7	32	23	27	22	0	20	10	5	
23	33	4	21	9	17	30	14	38	1	1	39	40	22	26	18	16	10	13	7	25	12	27	24	31	10	0	32	36	28	8	29	19	15	6	34	37	5	3	35	20	
6	32	15	38	25	3	8	34	20	23	13	30	8	39	18	27	10	18	31	37	26	17	21	7	36	24	4	1	0	40	16	14	2	5	12	28	11	35	22	32	29	
13	35	1	22	17	39	0	36	30	7	34	14	40	2	10	25	9	20	26	8	38	15	21	16	37	22	27	31	5	29	33	28	24	4	18	12	3	19	11	6	32	
9	18	28	15	36	17	23	13	10	0	23	26	22	38	31	0	33	37	12	32	27	8	20	35	39	2	2	25	19	14	20	28	34	7	6	4	40	28	16	10	5	
0	9	19	40	14	33	34	10	18	35	1	32	17	35	38	27	6	21	5	20	3	39	28	24	7	31	24	10	15	8	13	16	30	4	23	2	35	29	12	22	24	
12	15	10	24	13	0	38	6	19	28	8	16	22	5	33	20	34	9	31	2	26	21	29	40	11	31	4	1	14	30	36	37	18	7	27	39	23	25	3	35	16	
22	16	3	32	18	28	23	36	30	0	27	7	1	26	19	2	38	35	14	39	29	19	12	6	9	10	40	37	25	33	17	13	21	31	7	4	33	5	11	23	15	
5	14	33	4	6	37	13	40	25	10	1	9	27	26	19	7	23	28	35	30	18	21	15	12	0	31	17	22	2	3	39	8	23	32	11	29	34	19	36	16	38	
31	24	22	21	3	26	2	36	29	28	8	5	6	27	19	38	1	40	0	16	37	13	32	34	30	19	25	18	11	7	10	17	39	35	4	12	33	14	8	23	14	
22	8	24	15	29	33	26	26	34	4	36	17	40	2	19	28	32	39	10	3	9	37	11	16	6	23	13	20	38	0	35	31	18	30	14	7	21	1	5	25	12	
8	5	26	10	28	9	38	32	22	13	39	17	33	20	24	19	39	12	27	1	4	14	31	3	36	35	29	6	7	15	24	18	30	0	34	23	21	2	10	37	16	
20	21	12	5	10	27	5	17	23	15	29	1	2	33	38	9	22	7	13	0	34	40	38	3	32	17	25	35	37	26	17	14	8	31	28	16	29	36	4	11	23	
39	16	25	32	24	33	20	1	18	35	7	28	34	12	29	21	5	38	19	29	23	6	10	26	36	36	17	1	0	3	22	8	27	11	9	14	13	29	15	4	39	
35	1	36	4	4	17	8	40	7	10	26	13	29	14	18	34	38	20	2	0	11	11	32	24	22	15	2	25	38	16	19	33	28	21	4	31	37	23	30	9	27	
16	25	16	2	1	11	40	29	21	8	36	35	7	22	16	31	28	0	30	10	27	15	36	3	32	22	5	9	19	13	4	11	38	24	14	39	6	20	26	32	32	
32	35	5	15	11	39	8	24	37	22	7	13	28	11	4	9	19	26	2	1	30	16	0	14	29	6	34	20	3	23	21	38	18	31	9	33	39	25	27	36	17	
38	22	2	24	36	28	10	26	33	17	12	20	18	39	5	36	31	40	9	14	23	6	0	8	31	1	21	27	30	13	10	29	35	19	7	34	14	25	14	3	3	
38	28	33	35	4	32	29	1	2	3	24	20	15	6	21	18	25	9	12	39	19	36	5	8	17	7	22	10	31	40	16	30	26	13	27	36	0	22	11	14	34	
33	36	10	4	14	29	40	35	39	38	24	5	11	30	22	15	22	33	6	21	6	37	16	17	31	13	28	12	25	0	9	27	3	20	2	31	19	0	26	18	8	
22	28	23	12	8	38	1	12	20	31	21	26	4	5	19	34	3	39	28	5	9	24	25	40	27	18	32	37	9	7	2	33	0	30	9	12	36	17	35	16	15	
18	36	25	28	17	26	33	16	8	6	40	0	32	3	27	12	38	19	24	10	39	23	13	22	35	37	29	15	30	5	31	3	9	11	1	34	7	2	20	21	14	
32	26	16	40	25	3	6	13	28	20	9	24	38	4	15	0	1	2	29	23	31	8	35	14	10	39	26	19	29	17	5	21	12	34	18	7	37	35	22	33	11	
1	13	20	16	27	21	25	38	19	9	28	24	40	14	5	7	11	31	34	26	37	15	0	39	2	17	32	36	35	33	22	7	10	6	29	4	30	18	3	12	23	
1	2	33	15	8	39	25	40	34	22	9	16	32	6	20	7	11	14	13	4	3	30	12	10	17	24	0	35	29	21	27	31	23	17	5	38	25	37	36	28	19	
18	2	21	32	24	29	39	6	36	14	9	25	33	30	12	16	35	15	40	17	37	38	5	26	13	0	7	20	8	1	34	22	4	23	11	28	3	19	31	9	27	
2	37	19	25	3	34	31	13	40	8	17	35	22	1	11	23	14	27	0	15	33	28	18	5	36	9	21	16	39	26	6	9	24	29	4	30	20	38	12	31	6	
31	34	3	1	9	39	24	5	40	4	36	21	32	11	29	6	35	17	12	20	23	37	14	14	2	13	8	10	25	7	25	28	0	30	33	16	27	18	19	22	38	
24	20	40	5	9	8	0	33	27	37	32	19	18	3	36	39	21	2	38	29	34	26	31	24	29	13	11	17	4	6	12	0	35	10	7	14	28	23	15	22	16	
11	19	12	27	12	7	10	25	2	8	29	36	5	16	28	24	37	9	32	12	34	33	17	20	18	1	4	39	22	39	30	0	26	38	35	3	6	15	31	21	23	
14	28	29	2	23	15	1	3	15	18	36	22	34	12	40	7	32	39	29	0	27	36	24	26	33	31	3	8	18	21	38	9	17	25	11	6	13	20	10	35	5	
18	21	5	35	20	16	36	27	12	37	15	8	31	9	14	23	17	32	13	6	29	34	29	26	3	39	2	28	19	7	1	38	33	22	0	24	40	4	9	24	11	
39	9	8	14	26	0	40	28	18	11	19	11	2	16	29	10	32	27	37	2	31	35	6	13	36	38	21	15	23	7	30	22	23	33	5	16	33	4	0	20	25	
31	39	34	2	30	16	40	12	12	1	8	4	20	24	15	19	10	29	5	28	16	35	5	21	11	25	14	16	25	38	3	7	37	36	23	27	9	22	0	33	32	
10	1	2	36	16	27	6	9	33	30	29	28	35	3	7	17	25	22	34	24	31	11	22	39	26	12	7	15	13	3	40	20	5	0	14	20	37	19	32	38	17	
27	30	3	39	36	17	23	24	19	11	16	33	35	13	22	4	26	0	15	29	40	38	31	9	10	20	4	32	21	12	8	7	2	13	4	1	37	34	28	25	18	
12	25	17	38	11	34	24	13	16	21	26	14	14	35	36	1	7	33	22	19	5	32	37	31	2	6	28	8	4	23	30	18	3	10	9	27	0	40	39	29	20	
27	38	4	21	1	15	37	39	33	26	5	30	20	29	31	25	24	0	28	6	36	16	18	7	32	40	19	3	7	2	22	35	12	34	17	13	9	23	11	14	10	
21	8	28	12	2	23	36	13	22	9	17	38	25	33	0	25	9	3	31	19	35	37	29	40	19	1	16	6	18	25	15	4	38	14	24	11	7	31	33	30	4	
18	0	38	23	4	34	31	22	39	15	17	36	1	16	20	21	30	25	9	28	4	27	37	24	12	7	29	1	11	32	10	33	35	14	8	4	13	39	26	3	19	
0	1	26	11	18	6	5	4	15	33	7	38	23	37	14	39	32	16	3	28	35	2	28	13	8	34	22	12	21	25	27	30	40	9	10	24	20	17	31	36	18	
8	40	9	14	16	7	14	0	23	3	35	24	30	17	36	32	38	6	22	31	1	11	28	10	21	13	29	39	12	33	24	20	2	37	5	26	4	18	27	34	19	
28	17	18	4	22	10	1	39	29	2	40	0	32	7	33	13	5	27	24	9	14	15	12	18	25	36	20	2	33	23	31	21	10	6	35	29	25	37	38	16	8	
31	25	5	9	16	19	17	14	13	38	40	0	4	15	24	12	2	28	1	26	28	21	37	35	18	36	20	22	32	6	32	27	3	11	7	23	34	30	10	8	39	
17	16	10	40	12	27	6	39	38	34	37	28	2	5	18	0	31	12	35	15	2	32	23	22	6	19	26	9	36	4	8	12	30	29	11	32	23	20	1	21	25	
0	38	33	6	24	35	4	31	39	14	5	36	39	30	1	25	14	9	22	20	27	37	16	10	7	8	28	31	11	3	23	12	13	16	18	34	20	29	26	19	2	
30	13	14	18	22	5	0	0	24	30	27	34	2	37	6	9	25	7	33	38	28	3	8	11	29	4	40	17	38	15	32	35	36	12	23	19	16	26	20	9	21	
16	9	22	13	17	1	7	23	36	3	21	5	13	34	2	25	40	33	35	15	32	26	9	0	11	39	28	4	31	7	26	6	18	20	30	37	24	38	19	29	11	
7	34	32	12	2	25	11	39	19	23	27	5	3	29	28	16	26	35	15	36	30	20	22	13	18	17	0	24	6	38	40	21	32	1	37	10	30	7	9	14	4	
2	37	30	5	27	8	4	36	24	0	29	18	26	3	39	20	15	38	40	14	9	23	19	11	33	32	6	1	13	34	22	16	27	11	31	17	25	35	10	21	6	
10	37	3	14	6	31	36	14	28	21	22	13	7	32	4	5	35	17	19	25	8	0	24	20	29	0	16	33	23	34	38	30	2	10	12	18	40	9	27	26	38	
