11	4	32	0	7	23	18	20	16	24	5	28	15	6	27	2	35	31	25	17	29	9	34	30	9	26	7	22	0	14	3	11	19	13	20	33	
29	35	17	18	26	30	20	9	13	10	12	19	5	6	34	8	23	33	2	31	26	21	25	28	32	0	15	24	11	2	22	16	1	14	4	7	
8	28	27	32	6	7	12	13	24	19	22	11	29	34	16	20	29	1	24	23	3	9	18	24	14	4	0	17	31	15	33	5	1	20	35	10	
33	12	27	18	1	18	5	23	14	15	11	10	20	4	2	32	8	26	17	22	31	29	9	21	6	6	3	16	35	0	25	33	13	30	28	24	
11	34	24	3	12	0	21	7	4	33	14	18	25	10	13	32	1	29	27	21	7	30	2	7	31	35	16	21	28	19	20	15	17	5	26	5	
28	20	33	1	19	22	31	9	4	26	17	14	24	13	32	9	6	8	27	1	18	16	34	21	35	25	0	29	9	3	6	30	23	15	12	5	
34	7	15	0	33	29	6	26	35	12	32	2	27	19	10	3	5	17	28	8	9	30	3	25	31	13	20	18	24	0	21	21	16	11	23	14	
16	8	18	15	24	26	31	24	9	13	30	27	33	19	34	22	23	2	12	14	20	4	11	17	5	5	7	32	21	1	28	35	9	3	29	0	
21	12	19	3	1	17	24	35	0	20	16	30	22	34	14	11	2	22	31	12	29	7	10	9	8	33	15	24	6	4	26	31	27	18	5	28	
1	31	33	14	21	26	15	16	25	29	35	32	22	2	13	8	12	30	27	28	34	5	19	4	24	17	9	10	3	18	11	19	23	6	0	6	
28	9	16	22	5	23	17	19	29	32	3	13	1	25	14	35	7	30	4	24	15	20	10	33	8	17	11	25	25	12	2	34	0	30	21	6	
23	10	28	32	18	33	11	20	1	30	25	11	0	35	5	25	31	29	24	6	16	14	9	21	2	15	27	3	22	19	7	11	4	8	17	34	
18	34	28	20	0	21	35	9	31	14	11	27	10	12	4	1	28	19	22	3	7	14	13	33	6	26	17	24	8	2	32	30	5	25	23	16	
6	31	28	11	8	2	1	32	14	20	35	17	12	16	34	26	5	10	32	27	7	21	23	18	24	19	22	3	15	9	25	0	4	29	13	30	
11	32	27	0	23	25	24	2	21	20	3	4	8	13	6	18	33	31	5	34	26	28	8	15	16	10	17	35	14	11	29	19	7	30	21	0	
33	20	16	27	14	21	5	22	28	13	2	35	19	7	34	8	14	16	31	1	24	23	0	32	30	4	26	8	10	11	12	18	28	25	6	3	
16	9	29	7	27	31	14	10	4	12	26	23	24	18	0	18	3	1	24	5	13	22	15	28	32	32	8	34	20	21	11	2	30	6	17	34	
4	31	10	22	13	0	20	11	30	21	3	35	27	2	16	5	25	29	8	33	1	18	32	24	6	9	34	14	17	19	12	28	23	26	15	7	
1	30	16	31	15	29	7	10	8	20	21	8	25	2	6	26	19	4	23	33	18	22	17	12	5	35	13	0	28	24	11	2	27	32	34	14	
30	3	32	4	34	25	9	23	27	17	20	19	28	0	24	22	33	2	35	6	11	6	8	13	1	18	15	31	14	10	16	12	26	5	21	29	
23	21	14	18	12	29	35	8	1	17	21	33	31	19	2	4	24	11	15	26	20	26	25	0	13	3	16	4	9	34	30	7	32	10	26	6	
8	0	11	12	19	4	10	13	35	26	21	28	1	7	30	33	9	17	5	22	33	27	3	15	24	32	22	17	13	25	2	31	29	16	6	20	
27	31	0	25	22	34	26	35	8	20	32	19	12	4	14	10	3	30	33	28	2	29	23	13	17	24	21	18	11	6	7	15	5	15	9	1	
17	17	1	3	14	8	28	0	12	21	24	31	19	35	27	22	29	24	16	23	26	5	10	6	13	32	30	33	15	20	7	2	11	9	4	34	
26	11	9	18	6	7	11	0	4	14	34	35	13	23	33	2	1	16	24	28	21	20	32	2	14	10	19	27	29	30	31	21	8	17	5	25	
16	24	21	26	5	20	35	15	9	34	19	24	14	3	13	0	32	11	2	11	33	30	10	29	23	8	6	1	27	22	28	7	17	17	4	31	
15	7	13	30	5	33	16	21	14	9	25	10	24	0	32	17	1	12	11	26	31	28	3	20	23	34	6	8	19	18	1	34	27	22	4	29	
28	14	16	2	23	10	17	18	12	12	7	24	1	31	8	33	30	20	21	9	19	28	33	10	6	2	22	4	25	0	5	15	27	32	35	26	
25	23	17	14	12	3	5	15	6	33	11	1	20	2	29	19	4	25	10	28	31	35	34	32	0	18	15	30	24	13	21	9	7	7	27	22	
17	30	4	23	22	29	24	14	31	13	0	2	9	5	31	12	15	1	3	27	25	35	28	11	15	19	21	26	31	7	18	20	9	34	8	5	
25	3	30	29	30	0	35	18	23	0	32	16	14	2	5	4	12	9	19	26	28	14	26	34	24	16	20	13	11	32	21	6	8	22	7	10	
21	10	19	15	12	14	27	33	25	3	7	31	6	26	30	35	8	17	0	5	32	16	9	10	17	1	24	33	20	29	4	13	2	22	28	23	
32	23	27	28	25	33	31	1	29	26	8	0	5	9	1	11	34	13	30	21	14	20	15	3	18	24	21	19	6	17	10	15	11	35	4	7	
28	1	11	30	33	18	34	15	0	2	25	7	23	27	29	10	12	21	14	35	8	6	16	16	22	30	26	5	30	9	13	4	20	24	3	18	
21	12	34	29	25	35	33	11	31	32	24	16	23	8	15	26	20	5	14	7	4	21	17	10	28	0	18	8	27	30	3	18	13	2	6	0	
1	5	13	7	9	8	19	34	27	32	25	16	0	11	31	6	29	21	23	28	22	2	10	19	4	12	35	17	15	14	18	24	26	3	30	33	
14	17	32	9	15	27	31	27	4	24	6	5	11	29	30	35	32	12	23	8	20	21	19	2	3	13	0	24	22	26	1	10	18	34	16	7	
1	20	3	17	24	22	25	33	14	28	7	23	5	35	30	32	33	27	9	12	17	10	4	7	13	6	20	0	15	11	19	16	2	29	31	26	
13	27	31	26	19	12	6	32	20	9	34	18	6	11	30	25	29	5	0	14	22	21	24	33	4	0	23	16	3	17	10	15	2	35	8	27	
13	17	22	30	34	20	10	6	3	8	32	1	12	33	11	28	14	28	34	24	5	16	2	6	27	9	21	4	15	26	0	31	19	22	25	18	
22	9	27	25	19	24	26	35	23	6	1	7	11	0	3	15	16	13	30	19	32	18	33	12	19	33	8	5	31	4	2	16	28	29	14	10	
25	4	16	19	24	28	35	3	30	9	29	17	34	23	13	32	14	11	7	10	15	18	26	22	0	31	5	1	33	20	12	20	2	6	8	27	
0	20	5	3	35	34	28	33	25	14	31	13	29	9	27	21	4	19	6	14	10	25	17	18	12	32	2	23	7	22	24	11	0	30	16	7	
27	12	3	22	29	5	0	28	18	33	19	20	11	35	34	31	23	13	10	6	15	21	30	25	4	24	7	16	17	32	26	14	9	2	1	7	
12	11	8	1	14	35	22	25	34	27	31	23	16	15	26	32	4	30	29	18	20	6	9	3	10	7	24	19	12	2	0	28	21	17	32	5	
22	24	32	21	20	5	16	9	27	11	7	34	18	12	29	1	28	35	13	0	8	3	30	23	17	4	19	2	25	26	6	15	10	13	31	32	
26	16	4	11	0	18	19	13	33	10	14	31	19	2	32	27	12	24	17	28	28	6	3	22	30	7	1	8	21	4	15	9	23	34	35	25	
25	27	6	21	12	30	15	32	7	20	33	28	11	14	22	13	31	26	1	35	9	2	10	2	16	0	24	7	34	29	4	23	19	18	17	5	
24	11	3	33	4	10	25	16	35	18	0	32	17	2	1	30	13	12	4	7	22	29	18	31	21	27	25	14	9	15	20	4	23	34	8	28	
3	2	17	35	24	18	0	15	27	1	14	13	25	20	26	8	6	7	8	33	31	32	15	12	10	5	23	4	33	28	30	11	29	19	21	22	
35	16	29	28	22	9	14	13	25	34	21	32	3	30	0	5	33	19	15	5	22	7	11	31	27	12	2	17	18	24	4	25	7	10	19	1	
14	32	23	1	4	21	10	9	24	19	22	20	1	5	26	35	13	0	30	3	11	8	27	29	31	33	24	12	6	17	15	28	16	7	34	18	
21	13	30	6	31	14	23	34	17	19	5	28	20	1	31	29	15	25	33	9	35	24	18	11	4	2	0	25	8	7	16	3	22	10	12	27	
35	10	33	26	31	5	17	25	7	22	30	18	23	28	6	21	16	0	8	32	11	9	24	18	26	14	3	20	1	12	15	1	34	13	28	4	
25	20	2	7	17	35	3	13	23	9	5	18	19	10	16	31	32	13	27	33	4	29	21	6	15	8	11	22	34	12	25	24	0	30	0	27	
31	3	7	32	28	25	14	8	10	5	17	20	34	9	16	1	2	11	6	30	27	32	22	23	12	13	14	23	21	29	17	19	4	0	25	35	
24	4	15	7	19	0	30	29	9	18	32	26	35	12	23	22	8	16	9	34	33	3	21	27	31	11	17	2	14	5	0	13	20	28	25	6	
2	28	4	22	15	9	18	14	30	12	6	17	34	25	15	7	29	11	34	23	24	19	27	13	26	0	3	21	5	1	33	8	32	10	31	20	
29	25	4	34	3	22	18	14	21	32	19	15	19	26	13	10	7	15	33	8	24	35	30	27	1	0	9	11	23	5	31	17	28	6	12	2	
23	30	22	3	34	0	24	17	25	32	31	6	18	29	10	4	27	12	2	1	15	9	19	33	14	11	20	13	21	35	26	15	7	8	28	5	
25	17	25	23	25	20	29	2	10	5	16	8	28	21	22	9	32	1	19	18	14	35	3	4	6	0	33	13	12	24	30	34	7	11	14	31	
34	16	3	21	23	29	28	0	8	18	15	10	19	33	32	0	4	6	20	17	7	13	31	24	35	30	26	12	0	9	14	10	22	25	27	4	
7	17	11	21	32	29	0	18	26	32	27	29	1	6	11	13	20	13	4	19	7	23	35	15	3	10	22	28	24	16	31	4	34	9	25	2	
35	23	29	24	30	27	27	1	5	2	9	20	12	14	10	20	12	10	4	31	20	34	14	17	6	7	26	16	32	19	33	3	17	24	0	7	
13	31	29	23	33	15	18	25	1	0	11	32	21	28	27	15	35	22	3	12	8	2	9	4	30	7	14	26	34	19	4	24	10	6	17	19	
22	4	9	0	7	29	30	33	30	27	23	28	17	3	20	35	8	25	12	9	5	24	34	0	14	11	32	2	19	16	21	13	18	5	15	26	
31	16	0	4	10	29	31	3	34	15	6	11	8	18	19	19	13	25	28	26	12	24	27	5	14	21	17	33	23	30	1	34	22	7	2	9	
6	9	14	15	24	22	26	13	18	17	1	2	19	29	27	3	35	0	5	16	31	33	20	23	29	33	32	28	10	3	8	25	11	21	7	12	
23	5	25	6	32	35	16	18	3	22	28	3	31	8	21	30	7	10	29	13	9	26	11	26	2	19	20	24	17	1	0	14	15	34	33	12	
7	20	8	13	15	10	18	9	22	10	3	1	23	31	21	4	34	2	30	5	29	26	27	25	28	0	6	17	33	13	35	16	32	19	24	10	
25	0	18	18	14	27	22	3	34	8	7	33	23	15	10	16	4	11	2	9	13	17	28	20	26	1	28	32	21	24	5	6	35	30	31	12	
33	14	23	29	32	0	34	13	15	8	28	26	17	31	8	27	21	0	16	6	2	22	3	30	7	20	35	5	24	3	25	18	18	10	11	12	
10	7	20	34	23	21	34	3	28	2	4	8	5	33	14	15	12	31	11	22	18	19	32	5	27	16	26	12	1	8	0	23	30	29	23	17	
17	26	3	10	34	21	35	14	20	15	7	9	23	27	4	18	24	1	28	13	33	29	6	2	11	8	30	16	11	32	5	0	22	19	25	30	
17	25	24	4	15	0	31	12	31	35	1	28	9	3	14	8	7	27	22	26	2	19	10	21	13	30	34	11	23	33	18	4	29	6	20	15	
6	15	32	9	12	5	34	31	22	19	4	28	16	34	26	22	21	1	13	8	2	18	30	33	11	14	3	0	27	24	20	7	10	25	17	29	
3	20	22	17	9	2	12	26	1	11	15	25	19	7	0	23	16	27	18	29	13	34	5	8	30	31	21	6	24	4	33	28	35	31	14	9	
31	4	20	7	22	12	35	18	17	14	2	33	15	34	1	25	32	8	9	0	16	28	5	3	9	19	5	9	23	29	26	24	13	21	27	30	
22	0	10	34	7	20	28	17	18	33	8	24	12	23	35	29	16	3	6	30	26	13	11	15	9	4	1	25	19	30	21	5	32	27	2	14	
16	9	32	8	21	14	4	30	0	3	26	29	16	7	25	15	23	2	31	1	16	33	28	34	6	12	13	11	20	22	26	5	35	24	10	19	
11	23	18	12	34	15	3	14	22	0	0	7	2	33	9	18	4	8	25	16	20	4	28	10	30	26	13	29	21	32	17	31	27	35	6	24	
13	14	9	7	17	10	14	29	12	32	18	20	1	4	33	30	21	33	2	23	26	28	25	18	23	0	22	7	6	27	5	31	11	14	3	35	
23	26	22	2	20	11	25	35	24	20	5	8	16	12	33	13	3	15	6	29	28	18	4	0	14	9	7	27	31	10	34	17	0	19	30	32	
12	26	34	35	21	12	18	3	27	17	30	28	7	32	31	9	29	4	20	11	23	25	14	19	33	10	15	6	5	8	2	16	1	0	22	24	
