81	54	42	7	29	85	58	90	21	11	
65	35	14	33	37	64	72	88	63	53	
3	12	45	98	56	15	22	65	29	11	
95	67	21	91	30	5	31	41	49	7	
9	69	96	77	57	88	95	83	28	10	
91	85	77	88	36	85	58	10	3	38	
77	49	60	48	93	40	4	75	32	5	
35	95	24	82	21	32	21	68	66	0	
28	6	36	55	45	21	90	51	83	43	
41	8	41	48	4	82	36	59	6	19	
12	90	62	86	20	31	65	88	45	79	
37	22	34	21	24	25	89	62	24	19	
51	11	73	39	7	23	68	90	28	19	
56	86	55	62	17	19	38	27	50	29	
51	32	98	30	96	65	0	29	72	67	
94	66	22	8	47	73	76	58	5	45	
20	3	75	18	8	32	78	89	1	72	
60	95	44	98	65	82	4	6	53	15	
13	87	23	76	36	11	88	52	8	31	
39	70	75	52	25	20	24	41	47	65	
51	47	97	34	84	0	54	24	42	46	
80	94	73	38	6	46	85	29	34	30	
99	11	35	8	98	96	63	57	74	47	
59	61	31	93	31	48	28	21	8	7	
3	21	34	10	94	75	89	11	36	57	
76	67	1	44	8	33	74	5	24	79	
87	15	74	48	38	35	29	98	88	67	
38	23	22	2	62	45	7	83	89	75	
73	96	75	4	68	13	65	74	46	20	
82	63	64	84	41	32	46	98	59	63	
96	25	14	46	56	5	21	92	14	38	
94	15	60	96	45	56	34	36	55	8	
86	65	97	77	75	64	35	48	87	20	
38	10	71	78	82	53	7	26	68	46	
89	89	86	73	7	53	55	64	14	35	
98	22	23	17	22	20	3	80	91	14	
22	52	47	16	50	49	91	79	99	79	
48	10	91	53	4	18	28	80	4	61	
36	21	6	80	58	46	19	80	44	30	
16	87	3	82	23	73	49	31	70	67	
31	36	96	39	8	18	73	54	15	96	
36	67	33	57	65	8	21	3	6	83	
49	39	88	69	36	25	57	2	72	44	
85	19	98	95	71	19	26	60	88	56	
70	39	39	18	9	18	38	44	33	58	
41	97	10	43	77	57	79	48	71	64	
6	68	97	14	75	80	45	14	53	45	
81	36	95	30	63	15	57	14	69	2	
82	22	9	4	73	95	69	64	54	51	
40	68	30	44	91	13	32	44	36	92	
99	25	36	2	64	6	24	30	28	2	
40	18	30	56	29	12	56	4	83	18	
64	29	91	99	77	87	19	14	39	59	
14	44	91	53	49	61	64	78	94	99	
84	40	22	20	99	53	36	60	61	22	
81	28	53	77	31	32	68	51	49	9	
15	64	56	9	20	9	70	86	87	68	
88	75	11	10	94	12	62	32	71	24	
54	54	53	6	30	82	38	99	34	85	
10	50	50	64	56	69	70	25	55	57	
93	42	30	0	48	23	9	10	51	78	
33	3	32	81	4	59	62	38	54	91	
22	60	37	68	21	90	32	85	12	84	
40	99	21	66	95	64	84	0	67	32	
75	95	29	99	70	27	52	27	59	98	
12	76	51	43	36	65	27	62	42	30	
39	76	23	52	33	8	6	7	1	67	
31	68	55	50	57	15	68	98	31	19	
90	35	84	32	68	11	86	83	62	19	
2	89	83	15	31	3	10	27	1	2	
84	22	58	27	60	3	30	15	91	50	
24	68	71	95	85	27	92	57	95	40	
63	85	17	31	84	32	22	81	44	9	
71	12	15	12	23	60	2	37	60	77	
71	67	29	27	46	98	36	23	39	15	
47	86	83	45	0	51	59	3	15	84	
97	69	78	94	64	84	37	47	1	77	
7	53	28	15	61	55	94	76	57	14	
72	85	80	36	9	59	67	47	44	61	
12	19	8	70	93	51	32	7	77	10	
66	63	43	72	55	80	5	28	35	39	
19	85	1	77	98	88	12	41	12	34	
79	0	31	62	45	99	89	54	83	42	
42	25	79	59	71	9	14	50	13	25	
66	8	84	40	59	56	2	46	69	87	
55	22	62	57	57	80	27	19	5	85	
34	19	82	85	51	24	68	36	47	52	
35	83	30	89	94	61	16	66	76	55	
25	0	48	56	28	75	5	24	65	81	
81	68	69	31	22	87	25	58	93	42	
80	95	93	80	53	56	7	36	89	53	
61	83	21	74	5	15	16	78	8	47	
25	55	82	62	53	72	15	45	96	75	
53	42	35	11	87	54	30	58	54	85	
77	78	32	62	16	2	42	97	45	14	
9	34	34	54	58	49	89	35	58	47	
73	74	52	71	46	99	86	38	20	2	
86	58	43	80	81	20	44	85	77	48	
60	46	41	53	60	61	63	7	57	79	
16	90	13	25	21	16	83	67	14	63	
27	58	78	28	96	18	5	96	60	40	
3	78	42	3	87	61	21	5	25	33	
42	97	79	12	78	57	83	17	78	54	
35	62	67	67	43	18	40	2	71	54	
97	27	88	95	85	27	10	59	87	88	
45	84	38	79	47	68	89	84	36	19	
90	23	32	9	42	27	79	36	82	0	
43	32	80	81	79	15	58	38	25	96	
77	23	29	66	53	27	84	90	60	71	
59	1	44	41	58	35	16	86	21	47	
36	12	27	64	40	55	27	44	39	1	
91	66	71	66	77	71	39	9	7	46	
