5	73	46	97	41	72	99	28	48	95	
78	60	15	18	82	62	61	77	1	9	
24	1	11	26	64	25	49	51	96	70	
72	6	51	23	9	97	3	13	30	55	
15	15	22	35	36	8	3	2	89	8	
17	19	14	32	47	80	59	1	37	58	
75	12	68	28	38	79	29	42	95	60	
99	12	78	22	49	16	33	52	20	25	
61	39	44	76	71	92	57	32	92	93	
92	69	7	60	96	43	40	26	84	34	
85	84	46	63	7	94	76	37	44	95	
62	6	33	2	78	2	93	32	31	84	
25	21	51	29	78	45	68	14	66	50	
46	49	30	88	7	31	77	80	64	16	
73	21	18	99	19	90	97	5	18	23	
87	39	39	31	60	10	70	23	18	29	
66	58	70	88	38	70	13	8	44	69	
19	9	83	28	1	93	8	90	91	19	
6	69	48	35	91	0	36	51	13	45	
70	69	92	31	48	21	92	49	20	25	
9	27	25	81	42	15	64	40	94	43	
50	88	2	84	11	80	73	36	19	73	
68	75	31	48	94	66	56	72	2	61	
85	98	73	95	66	2	96	14	29	75	
43	63	48	29	34	43	95	90	64	97	
48	15	58	63	46	37	13	84	93	99	
31	62	82	85	41	30	69	18	26	80	
76	52	25	6	64	39	30	40	12	74	
18	43	72	58	86	99	75	79	65	48	
61	75	91	21	39	10	30	89	7	36	
51	62	67	55	48	8	74	55	28	64	
9	26	84	60	60	49	38	11	7	79	
40	45	33	6	43	50	93	48	14	78	
61	43	18	4	72	41	87	22	73	91	
62	59	91	22	93	26	45	4	14	25	
61	27	45	66	6	60	88	74	82	77	
26	15	94	16	93	41	31	54	35	75	
17	69	6	79	64	72	79	79	49	64	
77	80	62	93	18	40	24	78	86	76	
28	84	64	91	69	25	0	70	49	4	
15	35	44	89	84	75	30	30	23	47	
65	70	95	95	29	82	1	22	26	56	
67	23	6	98	81	43	89	49	79	5	
21	60	6	31	15	57	71	10	54	62	
22	83	96	83	42	92	30	8	78	23	
29	10	10	98	71	54	4	23	68	46	
92	52	70	62	46	49	82	80	20	97	
4	6	44	64	53	46	16	44	17	57	
28	7	28	1	67	59	14	32	44	44	
40	98	56	69	18	62	76	60	0	57	
18	66	24	20	87	34	25	63	37	0	
80	26	67	65	84	91	83	57	80	83	
59	78	37	72	4	14	89	38	31	44	
52	5	66	32	82	9	21	63	26	16	
20	64	99	41	82	36	88	20	49	23	
59	63	57	51	87	14	19	28	7	3	
29	13	64	48	98	97	10	73	13	90	
43	86	5	93	80	40	82	18	11	82	
95	22	97	2	25	34	68	94	14	24	
50	93	89	63	93	35	10	54	60	73	
93	51	9	48	95	36	38	24	4	97	
57	46	70	1	95	41	82	11	84	42	
83	83	85	18	93	25	1	49	24	8	
71	65	6	26	60	45	7	42	16	58	
88	18	48	3	63	90	90	88	44	17	
77	74	46	6	36	82	74	82	76	42	
34	91	50	82	58	51	71	9	38	28	
9	68	88	1	11	91	33	41	21	18	
2	41	34	88	89	12	10	5	34	27	
88	8	58	79	30	55	70	41	4	46	
9	53	54	37	92	3	68	62	84	29	
22	23	10	93	50	35	42	99	79	15	
63	4	59	57	18	27	51	25	4	91	
10	48	82	99	22	9	36	25	8	56	
90	64	15	33	94	1	4	72	33	17	
21	30	56	15	23	7	75	9	67	13	
35	10	96	48	41	50	89	11	7	31	
1	30	27	48	96	53	80	30	55	43	
81	9	6	66	55	60	4	61	99	3	
5	63	42	30	41	12	9	60	52	46	
21	84	7	79	59	30	59	68	90	45	
42	99	84	77	92	66	64	24	54	92	
54	89	83	25	44	51	62	81	39	42	
55	89	53	89	92	37	45	78	32	59	
50	99	85	58	0	3	50	90	52	30	
6	33	42	13	81	11	89	67	16	53	
36	96	64	11	6	80	72	72	81	26	
57	53	49	64	32	69	88	5	82	63	
56	10	17	19	43	17	51	53	6	88	
27	61	3	10	94	28	10	85	21	10	
32	99	81	99	81	33	88	87	55	89	
68	29	17	4	66	76	39	35	46	62	
40	91	42	60	18	51	6	44	53	45	
70	2	59	68	17	55	16	22	59	85	
26	44	31	56	62	12	46	15	62	9	
94	18	15	49	93	47	15	12	6	83	
70	88	0	43	68	28	11	98	61	83	
98	2	39	40	68	12	64	28	40	39	
48	44	67	74	5	69	31	32	93	47	
28	74	47	36	27	27	74	46	33	45	
39	40	55	87	89	33	8	63	68	57	
11	26	11	84	7	25	62	47	63	64	
2	98	45	56	41	77	88	21	31	30	
74	77	75	36	70	71	74	84	39	47	
47	54	78	61	44	88	89	12	41	58	
80	46	61	29	8	5	11	99	29	45	
32	6	25	11	46	96	85	22	84	26	
71	33	83	52	97	28	44	89	43	85	
52	24	35	15	54	42	20	65	42	50	
11	74	57	36	85	1	34	70	24	17	
97	96	51	79	46	48	7	87	37	47	
74	88	71	6	0	22	44	19	83	82	
68	92	55	21	25	39	21	56	7	40	
69	99	34	17	73	75	59	75	59	93	
20	28	76	84	29	70	2	66	82	79	
46	44	68	95	60	87	27	75	36	26	
11	99	21	37	8	85	3	61	54	56	
49	66	76	17	43	95	79	36	55	53	
9	93	89	67	78	41	46	97	5	71	
16	6	62	25	32	61	99	26	11	44	
71	49	0	37	55	32	21	23	55	65	
66	54	46	42	9	12	70	42	96	64	
0	99	57	51	9	76	97	96	87	96	
28	47	32	12	68	73	31	75	80	73	
26	31	11	57	59	5	54	14	31	36	
63	17	19	3	51	13	62	33	94	35	
13	4	64	29	1	13	83	13	73	48	
69	80	62	64	21	1	50	55	96	63	
72	43	61	73	26	93	68	69	6	42	
86	99	29	31	8	8	26	70	0	77	
97	51	36	40	92	34	18	21	68	95	
63	20	15	3	72	19	75	16	67	58	
36	31	36	40	39	19	26	40	68	4	
93	43	31	6	57	99	14	53	95	60	
23	33	55	14	11	0	9	61	92	52	
95	3	58	6	16	70	0	16	82	41	
94	49	57	96	26	87	69	14	11	36	
47	8	43	74	95	24	47	75	58	9	
99	24	84	28	0	72	68	70	58	20	
84	24	39	9	89	36	67	29	18	48	
37	37	26	47	80	90	42	95	35	67	
75	3	61	25	99	29	66	33	67	93	
23	17	84	29	94	41	30	26	36	17	
43	39	21	37	52	66	91	58	25	92	
93	66	63	19	57	25	13	87	24	44	
47	12	26	93	6	85	96	0	76	95	
83	82	98	66	82	11	93	34	33	83	
91	90	12	14	70	31	2	46	81	88	
53	88	63	38	40	28	83	99	90	19	
57	32	63	13	59	3	85	13	98	77	
58	50	27	27	22	56	16	82	59	56	
30	72	3	52	67	1	37	9	57	86	
88	72	78	6	40	92	67	81	63	22	
17	76	27	99	60	6	11	33	43	25	
46	30	52	3	36	74	60	29	38	72	
70	80	97	0	40	90	47	60	26	63	
35	96	94	17	46	5	75	10	90	72	
90	88	55	94	44	43	20	55	25	10	
79	45	40	25	98	31	68	97	42	45	
12	30	91	55	96	88	11	19	48	49	
41	89	89	45	32	81	38	3	85	11	
62	11	6	50	86	52	30	2	96	20	
95	56	99	33	58	40	67	14	7	64	
